ID,msg_type,emotions,transcript_raw,transcript_clean,summary_ref,emphasized_words,reasons
33,chitchat,中性,昨晚我去看了那部新上映的电影，效果出乎意料地好。开头虽然节奏慢，但后面越来越紧凑，剧情反转不断，全场好几次都有人惊呼。最让我印象深刻的是配乐，情绪把控得特别到位，几乎每个转折点都能带动观众。看完我还在影院门口站了半天，感觉脑子里还在回放。你不是之前说很久没看过让人走出影院还念念不忘的片子吗？我觉得这部完全符合标准。等你有空我们可以一起去看，我二刷也愿意。其实边看边想，如果你在场，肯定早就忍不住吐槽剧情里的漏洞了。,昨晚我去看了那部新上映的电影，效果出乎意料地好。开头虽然节奏慢，但后面越来越紧凑，剧情反转不断，全场好几次都有人惊呼。最让我印象深刻的是配乐，情绪把控得特别到位，几乎每个转折点都能带动观众。看完我还在影院门口站了半天，感觉脑子里还在回放。你不是之前说很久没看过让人走出影院还念念不忘的片子吗？我觉得这部完全符合标准。等你有空我们可以一起去看，我二刷也愿意。其实边看边想，如果你在场，肯定早就忍不住吐槽剧情里的漏洞了。,,[],
34,chitchat,中性,最近不知道为什么，总觉得有点忙得喘不过气来。白天事情堆得满满的，晚上回家也还在想着要不要补点工作，结果越想越睡不着。昨晚干脆下楼散步，街道挺安静的，风吹得人心情慢慢放松下来。走到转角的小店，还看见几个学生蹲在那边吃炸串，聊得特别开心。我突然就想起我们当年一起熬夜写论文，然后半夜跑出去买夜宵的场景。虽然日子累，但回想起来其实还挺有意思的。现在这种机会少了，有时候会觉得有点孤单，所以忍不住想和你聊聊。,最近不知道为什么，总觉得有点忙得喘不过气来。白天事情堆得满满的，晚上回家也还在想着要不要补点工作，结果越想越睡不着。昨晚干脆下楼散步，街道挺安静的，风吹得人心情慢慢放松下来。走到转角的小店，还看见几个学生蹲在那边吃炸串，聊得特别开心。我突然就想起我们当年一起熬夜写论文，然后半夜跑出去买夜宵的场景。虽然日子累，但回想起来其实还挺有意思的。现在这种机会少了，有时候会觉得有点孤单，所以忍不住想和你聊聊。,,[],
35,chitchat,中性,我今天到成都啦！一大早就去了宽窄巷子，人真的超级多，但氛围特别热闹。街边到处是卖小吃的摊位，这边卖的都是冒着热气的兔头，味道又麻又辣，吃得我直冒汗。走到里面还能看到老茶馆，坐着很多本地大爷大妈在摆龙门阵，那种悠闲劲儿真的和我们平时节奏完全不同。中午我尝了碗正宗的担担面，份量不大但特别香，里面的花生味特别足。下午去看川剧变脸，台上演员一转头就换了一张脸，最搞笑的时候有一张不是脸谱，是熊猫头的表情包。说实话，比在视频里看震撼多了。你也应该早点来四川玩一下,我今天到成都啦！一大早就去了宽窄巷子，人真的超级多，但氛围特别热闹。街边到处是卖小吃的摊位，这边卖的都是冒着热气的兔头，味道又麻又辣，吃得我直冒汗。走到里面还能看到老茶馆，坐着很多本地大爷大妈在摆龙门阵，那种悠闲劲儿真的和我们平时节奏完全不同。中午我尝了碗正宗的担担面，份量不大但特别香，里面的花生味特别足。下午去看川剧变脸，台上演员一转头就换了一张脸，最搞笑的时候有一张不是脸谱，是熊猫头的表情包。说实话，比在视频里看震撼多了。你也应该早点来四川玩一下,,[],
36,chitchat,中性,今天我去楼下超市买菜，顺便遇见了你小学的老同学的妈妈。她说很久没见你了，问你是不是一直都在外地。她还提到，你小时候每次放假都拉着他们家孩子去院子里玩游戏，喊得整个院子都是笑声。现在想想真是挺热闹的。回来的时候我买了一些桃子，味道挺甜的，你爸尝了一口，说比以前集市上的还好。吃的时候我突然就想，要是你也在家就好了，一家人一起围着吃，边聊边笑。现在就剩我和你爸两个人，家里安安静静的，有时候还挺空落落的。,今天我去楼下超市买菜，顺便遇见了你小学的老同学的妈妈。她说很久没见你了，问你是不是一直都在外地。她还提到，你小时候每次放假都拉着他们家孩子去院子里玩游戏，喊得整个院子都是笑声。现在想想真是挺热闹的。回来的时候我买了一些桃子，味道挺甜的，你爸尝了一口，说比以前集市上的还好。吃的时候我突然就想，要是你也在家就好了，一家人一起围着吃，边聊边笑。现在就剩我和你爸两个人，家里安安静静的，有时候还挺空落落的。,,[],
37,notice,中性,学院刚刚下发通知，本周五上午九点整将在二号楼大报告厅举行一场专题讲座，主题是“人工智能在设计与艺术领域的最新探索”。主讲人是来自北京的一位行业专家，现场会提供印刷版讲义资料。会议预计持续到十一点半，中途不设休息，请同学们合理安排时间。讲座将全程录音，后续会上传到学习平台，供缺席的同学查阅。,学院刚刚下发通知，本周五上午九点整将在二号楼大报告厅举行一场专题讲座，主题是“人工智能在设计与艺术领域的最新探索”。主讲人是来自北京的一位行业专家，现场会提供印刷版讲义资料。会议预计持续到十一点半，中途不设休息，请同学们合理安排时间。讲座将全程录音，后续会上传到学习平台，供缺席的同学查阅。,,[],
38,notice,中性,公司办公室发出通知，下周一上午十点将在总部大楼三层多功能会议室召开季度总结大会。会议将由总经理主持，市场、研发、人事三个部门的主要负责人将依次汇报本季度工作进展情况，同时还会公布下季度的重点战略方向和人员调配方案。大会预计持续一个半小时，结束后会安排茶歇和集体合影。请大家合理规划时间，避免迟到或早退。,公司办公室发出通知，下周一上午十点将在总部大楼三层多功能会议室召开季度总结大会。会议将由总经理主持，市场、研发、人事三个部门的主要负责人将依次汇报本季度工作进展情况，同时还会公布下季度的重点战略方向和人员调配方案。大会预计持续一个半小时，结束后会安排茶歇和集体合影。请大家合理规划时间，避免迟到或早退。,,[],
39,notice,中性,下周二上午九点到十二点将对所有楼栋进行停水检修。检修的主要内容是对二次供水管道进行更换与测试，部分楼层可能会出现暂时断水的情况。预计中午十二点前恢复供水，如遇特殊情况将顺延一小时。请提前储备生活用水。检修结束后，供水可能会出现短时间混浊，请排放干净后用水。,下周二上午九点到十二点将对所有楼栋进行停水检修。检修的主要内容是对二次供水管道进行更换与测试，部分楼层可能会出现暂时断水的情况。预计中午十二点前恢复供水，如遇特殊情况将顺延一小时。请提前储备生活用水。检修结束后，供水可能会出现短时间混浊，请排放干净后用水。,,[],
40,notice,中性,课程组通知，原定于下周一下午三点的《交互设计方法论》课程因任课教师临时出差，将顺延至周三下午同一时间段进行。上课地点不变，仍在南校区A栋五楼的大教室。课程大纲和课件保持不变，考勤照常进行。通知里特别说明，本次调整属于一次性变动，之后课程安排不会再做修改。请大家注意及时调整学习计划，避免混淆。,课程组通知，原定于下周一下午三点的《交互设计方法论》课程因任课教师临时出差，将顺延至周三下午同一时间段进行。上课地点不变，仍在南校区A栋五楼的大教室。课程大纲和课件保持不变，考勤照常进行。通知里特别说明，本次调整属于一次性变动，之后课程安排不会再做修改。请大家注意及时调整学习计划，避免混淆。,,[],
41,notice,中性,人力资源部通知，本月二十八日下午三点将在总部培训室举办新一轮企业合规与职业道德培训，参会人员为入职未满两年的全体员工。培训由合规部负责人主讲，内容包括常见风险案例分析与公司内部规定解读。培训预计持续两个小时，结束后会进行现场问答。通知说明，培训将统一签到，考勤结果计入个人档案，缺席员工需在下周补训。,人力资源部通知，本月二十八日下午三点将在总部培训室举办新一轮企业合规与职业道德培训，参会人员为入职未满两年的全体员工。培训由合规部负责人主讲，内容包括常见风险案例分析与公司内部规定解读。培训预计持续两个小时，结束后会进行现场问答。通知说明，培训将统一签到，考勤结果计入个人档案，缺席员工需在下周补训。,,[],
42,notice,中性,本学期《用户体验研究》课程期末考试时间已确定。考试日期为下个月十七日上午九点至十一点半，地点在东校区综合楼二层大教室。考试方式为闭卷笔试，主要覆盖前十周课程内容。监考老师为王老师及其助教。教务处提醒，本次考试结束后将直接进行成绩录入，缺考同学需在两周内提出补考申请。请大家合理安排时间，避免与其他课程冲突。,本学期《用户体验研究》课程期末考试时间已确定。考试日期为下个月十七日上午九点至十一点半，地点在东校区综合楼二层大教室。考试方式为闭卷笔试，主要覆盖前十周课程内容。监考老师为王老师及其助教。教务处提醒，本次考试结束后将直接进行成绩录入，缺考同学需在两周内提出补考申请。请大家合理安排时间，避免与其他课程冲突。,,[],
43,notice,中性,安全生产部通知，下周三下午两点三十分将在总部大楼进行年度消防演练。演练内容包括火警报警流程、紧急疏散演习和灭火器实操，预计持续一个小时。演练过程中警报会短时拉响，请大家不要惊慌。大楼部分通道将临时关闭，电梯也会暂停运行。演练结束后，安全部将组织简短总结，并发放演练手册。通知说明，本次演练仅为模拟，不影响正常办公秩序。,安全生产部通知，下周三下午两点三十分将在总部大楼进行年度消防演练。演练内容包括火警报警流程、紧急疏散演习和灭火器实操，预计持续一个小时。演练过程中警报会短时拉响，请大家不要惊慌。大楼部分通道将临时关闭，电梯也会暂停运行。演练结束后，安全部将组织简短总结，并发放演练手册。通知说明，本次演练仅为模拟，不影响正常办公秩序。,,[],
44,notice,中性,你外公的八十大寿时间已经定下来了，就在下个月二十号，地点还是老家镇上的那家酒楼二楼大厅。寿宴从中午十一点半开始，家里人和一些亲戚朋友都会到，大概二十多桌，场面应该挺热闹的。你舅舅说还会请一个小乐队现场伴奏，营造喜庆气氛。这次家族聚会算是好几年里最大的一次了，很多远房亲戚也会来，你可要早点回来啊。,你外公的八十大寿时间已经定下来了，就在下个月二十号，地点还是老家镇上的那家酒楼二楼大厅。寿宴从中午十一点半开始，家里人和一些亲戚朋友都会到，大概二十多桌，场面应该挺热闹的。你舅舅说还会请一个小乐队现场伴奏，营造喜庆气氛。这次家族聚会算是好几年里最大的一次了，很多远房亲戚也会来，你可要早点回来啊。,,[],
45,notice,中性,社区居委会通知，本周五上午九点至十二点，区卫生部门将派工作人员到小区开展公共区域的例行卫生检查。检查范围包括各楼栋楼道、垃圾分类投放点、绿化带和地下车库等公共区域。检查期间，工作人员会统一佩戴工作证件，并可能对发现的问题现场拍照取证。整个检查预计持续三个小时，不会影响居民正常出行或日常生活。,社区居委会通知，本周五上午九点至十二点，区卫生部门将派工作人员到小区开展公共区域的例行卫生检查。检查范围包括各楼栋楼道、垃圾分类投放点、绿化带和地下车库等公共区域。检查期间，工作人员会统一佩戴工作证件，并可能对发现的问题现场拍照取证。整个检查预计持续三个小时，不会影响居民正常出行或日常生活。,,[],
46,notice,中性,研究生院刚刚发出通知，下周二上午九点整将在东校区国际学术交流中心举办一次“跨学科创新研究研讨会”。研讨会将邀请多位国内外专家学者进行主题发言，内容涉及人工智能、交互设计、社会科学等多个方向，重点讨论跨学科合作的最新趋势与实践案例。会议预计持续三个半小时，中间安排一次茶歇，地点设在一层休息区。研讨会结束后，会场还将进行合影留念。研究生院说明，本次研讨会将同步进行线上直播，并提供会议录播文件，后续上传至学院官网供查阅。,研究生院刚刚发出通知，下周二上午九点整将在东校区国际学术交流中心举办一次“跨学科创新研究研讨会”。研讨会将邀请多位国内外专家学者进行主题发言，内容涉及人工智能、交互设计、社会科学等多个方向，重点讨论跨学科合作的最新趋势与实践案例。会议预计持续三个半小时，中间安排一次茶歇，地点设在一层休息区。研讨会结束后，会场还将进行合影留念。研究生院说明，本次研讨会将同步进行线上直播，并提供会议录播文件，后续上传至学院官网供查阅。,,[],
47,notice,中性,集团办公室通知，总公司年度战略发布会将于下月十五日上午九点在市中心国际会议中心一号大厅举行。发布会由董事长主持，集团高层管理人员将依次介绍来年的战略方向，包括技术研发投入、海外市场拓展以及人力资源结构优化。现场还将公布最新的企业愿景宣传片。发布会预计持续两个小时，结束后将举行媒体采访环节，相关报道将在次日刊登于主要财经媒体。公司特别说明，本次大会将全程录像，稍后会上传至企业内网，供未能到场人员观看。,集团办公室通知，总公司年度战略发布会将于下月十五日上午九点在市中心国际会议中心一号大厅举行。发布会由董事长主持，集团高层管理人员将依次介绍来年的战略方向，包括技术研发投入、海外市场拓展以及人力资源结构优化。现场还将公布最新的企业愿景宣传片。发布会预计持续两个小时，结束后将举行媒体采访环节，相关报道将在次日刊登于主要财经媒体。公司特别说明，本次大会将全程录像，稍后会上传至企业内网，供未能到场人员观看。,,[],
48,notice,中性,社区物业服务中心通知，本小区将于下周一上午八点至下午六点，对地下车库及地面停车场进行全面清理和重新划线。施工期间，车库入口将实行临时交通管制，车辆只能从南门通行。划线工作预计持续一天，结束后所有停车位将重新编号，并在业主群公示位置图。物业提醒，届时可能会有施工噪音，请居民谅解。清理完成后，小区将正式启用新的停车管理系统，届时车牌识别设备也将同步上线。相关信息将张贴在公告栏，并在物业公众号推送。,社区物业服务中心通知，本小区将于下周一上午八点至下午六点，对地下车库及地面停车场进行全面清理和重新划线。施工期间，车库入口将实行临时交通管制，车辆只能从南门通行。划线工作预计持续一天，结束后所有停车位将重新编号，并在业主群公示位置图。物业提醒，届时可能会有施工噪音，请居民谅解。清理完成后，小区将正式启用新的停车管理系统，届时车牌识别设备也将同步上线。相关信息将张贴在公告栏，并在物业公众号推送。,,[],
49,notice,中性,学院教务办发布通知，本届硕士研究生毕业答辩将于下月二十二日上午八点半在南校区综合楼五层举行。届时各学科将分组答辩，每组安排五位评审专家。答辩顺序和时间表将在下周统一公布，并张贴在学院公告栏。会议预计持续一整天，中午会提供简餐。学院说明，本次答辩全程将进行录音录像，作为存档资料。答辩当天不对外开放，非答辩人员不得入场。最终结果将在一周后公布，并于教务系统录入成绩。,学院教务办发布通知，本届硕士研究生毕业答辩将于下月二十二日上午八点半在南校区综合楼五层举行。届时各学科将分组答辩，每组安排五位评审专家。答辩顺序和时间表将在下周统一公布，并张贴在学院公告栏。会议预计持续一整天，中午会提供简餐。学院说明，本次答辩全程将进行录音录像，作为存档资料。答辩当天不对外开放，非答辩人员不得入场。最终结果将在一周后公布，并于教务系统录入成绩。,,[],
50,notice,中性,供电公司与小区物业联合通知，下周三上午八点至下午五点，小区将进行电力设备例行检修，涉及一号至五号楼以及地下车库区域。检修期间，电梯将暂停运行，部分楼栋公共照明也会临时关闭。物业提醒，停电时间较长，请居民提前做好安排。预计下午五点恢复供电，如遇特殊情况将延期一小时。检修完成后，电压可能出现短时间波动，请谨慎使用电器。通知说明，本次检修属于年度例行维护，具体情况将在公告栏和业主群实时更新。,供电公司与小区物业联合通知，下周三上午八点至下午五点，小区将进行电力设备例行检修，涉及一号至五号楼以及地下车库区域。检修期间，电梯将暂停运行，部分楼栋公共照明也会临时关闭。物业提醒，停电时间较长，请居民提前做好安排。预计下午五点恢复供电，如遇特殊情况将延期一小时。检修完成后，电压可能出现短时间波动，请谨慎使用电器。通知说明，本次检修属于年度例行维护，具体情况将在公告栏和业主群实时更新。,,[],
51,notice,中性,安全生产部通知，公司年度消防演练定于下周四下午两点三十分在总部大楼举行。演练流程包括火警报警、人员疏散、应急集合和灭火器操作演示，预计持续一个小时。演练期间警报将短时拉响，大楼部分通道将临时关闭。安全部提醒，演练结束后会组织简短总结，并发放演练手册。本次演练全程录像，作为年度安全资料存档。通知说明，演练属于例行环节，请大家知悉，不会影响正常工作秩序。,安全生产部通知，公司年度消防演练定于下周四下午两点三十分在总部大楼举行。演练流程包括火警报警、人员疏散、应急集合和灭火器操作演示，预计持续一个小时。演练期间警报将短时拉响，大楼部分通道将临时关闭。安全部提醒，演练结束后会组织简短总结，并发放演练手册。本次演练全程录像，作为年度安全资料存档。通知说明，演练属于例行环节，请大家知悉，不会影响正常工作秩序。,,[],
52,notice,中性,就业指导中心通知，下月三日下午两点将在北校区大礼堂举办一场大型招聘宣讲会。本次宣讲会邀请了十余家知名企业到场，包括互联网、金融、设计等多个行业。现场安排有企业宣讲、互动问答和简历投递环节。活动预计持续至下午五点，期间会开放两个分会场，方便同学们与企业代表进行面对面交流。就业中心说明，本次宣讲会将同步开设线上直播，方便无法到场的同学参与。活动相关信息和企业岗位需求已发布在校园网的就业专栏。,就业指导中心通知，下月三日下午两点将在北校区大礼堂举办一场大型招聘宣讲会。本次宣讲会邀请了十余家知名企业到场，包括互联网、金融、设计等多个行业。现场安排有企业宣讲、互动问答和简历投递环节。活动预计持续至下午五点，期间会开放两个分会场，方便同学们与企业代表进行面对面交流。就业中心说明，本次宣讲会将同步开设线上直播，方便无法到场的同学参与。活动相关信息和企业岗位需求已发布在校园网的就业专栏。,,[],
53,notice,中性,下周五下午两点，南校区设计楼三层研讨室有个研究生学术答疑会。主要针对正在撰写论文或准备开题的同学，有老师集中回答在研究方法、实验设计、文献综述和数据处理等方面的常见问题。我觉得这个会比较适合你，你可以去一下，填下面我转发给你的链接报名。大概两个半小时，中间会安排二十分钟的自由提问环节，你有问题就把遇到的困惑写在纸条上，交给工作人员整理，说不定老师会回答。,下周五下午两点，南校区设计楼三层研讨室有个研究生学术答疑会。主要针对正在撰写论文或准备开题的同学，有老师集中回答在研究方法、实验设计、文献综述和数据处理等方面的常见问题。我觉得这个会比较适合你，你可以去一下，填下面我转发给你的链接报名。大概两个半小时，中间会安排二十分钟的自由提问环节，你有问题就把遇到的困惑写在纸条上，交给工作人员整理，说不定老师会回答。,,[],
54,notice,中性,幺儿，今年过年的团圆饭我们已经商量好了，还是像往年一样在家里吃，不去饭店凑那个热闹。时间就定在除夕晚上六点，大家都早点来，别拖到太晚，散伙回家也不方便。大姨和小姨一家都会过来，加起来差不多二十口人。你爸已经提前订好了一只大公鸡和两条鱼，你奶奶都准备出手，要做一桌“年年有余”。你也早点回来，咱们一起包个饺子，素馅和肉馅我都买好了。反正一家人都在一起，说说笑笑，比去饭店舒服得多。,幺儿，今年过年的团圆饭我们已经商量好了，还是像往年一样在家里吃，不去饭店凑那个热闹。时间就定在除夕晚上六点，大家都早点来，别拖到太晚，散伙回家也不方便。大姨和小姨一家都会过来，加起来差不多二十口人。你爸已经提前订好了一只大公鸡和两条鱼，你奶奶都准备出手，要做一桌“年年有余”。你也早点回来，咱们一起包个饺子，素馅和肉馅我都买好了。反正一家人都在一起，说说笑笑，比去饭店舒服得多。,,[],
